TranscriptID;ICR_expectedCount;ICR_TPM;ICR2_expectedCount;ICR2_TPM;ICR3_expectedCount;ICR3_TPM;ICR4_expectedCount;ICR4_TPM
MCU_006606-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006606-RC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006606-RD;0.00;0.00;0.00;0.00;8.05;0.07;0.00;0.00
MCU_006606-RE;0.00;0.00;368.71;3.22;0.00;0.00;117.31;1.51
MCU_006606-RF;429.00;4.32;178.29;1.49;1005.95;10.12;44.69;0.55
MCU_006607-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006608-RA;384.93;8.30;454.15;8.11;597.09;12.86;227.13;5.99
MCU_006608-RB;92.07;1.98;243.85;4.34;239.91;5.15;61.87;1.63
MCU_006609-RA;1621.00;51.68;2027.00;53.53;2426.00;77.30;1002.00;39.05
MCU_006609-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006610-RA;59.94;2.68;201.45;7.46;0.00;0.00;97.19;5.31
MCU_006610-RB;72.37;1.99;14.65;0.33;37.46;1.03;22.89;0.77
MCU_006610-RC;594.69;18.32;927.91;23.67;1204.54;37.08;435.92;16.42
MCU_006611-RA;1866.00;132.94;1981.00;116.55;2378.00;169.24;1231.00;106.67
MCU_006612-RA;177.00;6.20;183.00;5.31;190.00;6.65;109.00;4.66
MCU_006613-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006614-RA;2.00;0.10;3.00;0.13;2.00;0.10;0.00;0.00
MCU_006615-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006616-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006617-RA;116.00;13.34;132.00;12.50;102.00;11.71;109.00;15.16
MCU_006618-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006619-RA;0.00;0.00;0.00;0.00;1.00;0.15;0.00;0.00
MCU_006620-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006621-RA;0.00;0.00;0.00;0.00;1.56;0.28;0.00;0.00
MCU_006621-RB;1368.00;181.78;1605.00;175.35;2197.44;291.54;947.00;151.87
MCU_006622-RA;0.00;0.00;28.65;0.64;0.00;0.00;0.00;0.00
MCU_006622-RB;273.00;7.50;266.35;6.07;723.00;19.86;165.00;5.55
MCU_006623-RA;99.00;4.27;89.00;3.18;113.00;4.87;30.00;1.58
MCU_006624-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006625-RA;165.38;7.79;320.81;12.51;265.25;12.49;125.86;7.24
MCU_006625-RB;26.20;1.08;78.15;2.67;38.75;1.60;15.13;0.76
MCU_006625-RC;10.35;0.44;0.00;0.00;0.00;0.00;9.01;0.47
MCU_006626-RA;454.07;35.04;461.08;29.37;344.82;26.58;375.07;35.17
MCU_006626-RB;33.50;2.50;87.45;5.39;59.37;4.43;0.00;0.00
MCU_006626-RC;4.43;0.87;11.47;1.85;11.80;2.32;23.93;5.66
MCU_006627-RA;708.00;40.22;946.00;44.43;931.00;52.85;559.00;38.70
MCU_006628-RA;34.11;3.91;52.66;4.97;56.08;6.42;41.47;5.75
MCU_006628-RB;5.21;1.16;3.00;0.55;5.00;1.11;2.08;0.55
MCU_006629-RA;234.00;11.96;316.00;13.36;306.00;15.63;203.00;12.65
MCU_006630-RA;68.00;13.53;74.00;12.05;79.00;15.68;57.00;13.58
MCU_006631-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006632-RA;61.00;0.54;132.00;0.96;166.00;1.46;62.00;0.67
MCU_006632-RB;0.00;0.00;0.00;0.00;104.00;0.91;0.00;0.00
MCU_006633-RA;1905.00;208.13;2196.00;197.59;2287.00;249.52;1529.00;202.21
MCU_006635-RA;374.81;106.91;510.62;118.59;270.76;77.01;343.85;116.36
MCU_006635-RB;200.27;13.03;131.83;7.09;147.29;9.57;110.79;8.78
MCU_006635-RC;852.92;68.44;649.55;43.01;908.95;72.86;761.36;74.22
MCU_006636-RA;0.00;0.00;0.00;0.00;12.41;0.19;0.00;0.00
MCU_006636-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006636-RC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006636-RD;8.71;0.13;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006636-RE;0.00;0.00;10.28;0.13;0.00;0.00;3.96;0.07
MCU_006636-RF;50.10;0.78;79.72;1.03;0.00;0.00;13.04;0.25
MCU_006636-RG;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006636-RH;0.00;0.00;0.00;0.00;50.94;0.79;0.00;0.00
MCU_006636-RI;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006636-RJ;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006636-RK;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006636-RL;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006636-RM;1.19;0.04;0.00;0.00;1.65;0.05;0.00;0.00
MCU_006637-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006638-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006639-RA;342.00;10.56;494.00;12.63;518.00;15.98;250.00;9.43
MCU_006640-RA;0.00;0.00;0.00;0.00;17.88;1.43;0.00;0.00
MCU_006640-RB;413.00;34.87;437.00;30.44;312.12;26.32;267.00;27.37
MCU_006641-RA;196.00;11.56;286.00;13.94;248.00;14.61;167.00;12.00
MCU_006642-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006643-RA;0.00;0.00;1.21;0.28;3.49;0.98;1.19;0.40
MCU_006643-RB;1098.00;446.71;1294.79;426.50;1081.51;438.45;1535.81;733.46
MCU_006644-RA;787.00;108.65;763.00;86.58;630.00;86.84;663.00;110.40
MCU_006645-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006646-RA;202.00;19.52;220.00;17.52;274.00;26.44;118.00;13.82
MCU_006647-RA;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.94
MCU_006649-RA;171.00;1.77;347.00;2.99;165.81;1.72;136.00;1.73
MCU_006649-RB;0.00;0.00;0.00;0.00;50.60;0.51;0.00;0.00
MCU_006649-RC;0.00;0.00;0.00;0.00;221.59;2.29;0.00;0.00
MCU_006650-RA;619.00;49.72;745.00;49.39;605.00;48.54;387.00;37.77
MCU_006651-RA;215.00;130.21;423.00;206.07;259.00;156.16;185.00;129.81
MCU_006652-RA;106.74;4.71;147.81;5.40;89.45;3.95;48.27;2.60
MCU_006652-RB;20.26;3.21;38.19;4.96;6.55;1.03;8.73;1.66
MCU_006653-RA;92.00;1.72;94.18;1.46;149.00;2.78;40.56;0.93
MCU_006653-RB;0.00;0.00;3.82;0.05;7.00;0.12;3.44;0.07
MCU_006654-RA;1.00;0.10;1.00;0.08;6.00;0.60;2.00;0.24
MCU_006655-RA;119.00;9.91;150.00;10.31;185.00;15.39;80.00;8.09
MCU_006656-RA;18.87;1.15;12.27;0.62;13.24;0.81;5.27;0.39
MCU_006656-RB;38.13;3.39;43.73;3.21;24.76;2.20;24.73;2.67
MCU_006657-RA;26.00;10.75;34.00;11.38;17.00;7.00;12.00;5.82
MCU_006658-RA;125.00;8.32;160.00;8.79;125.00;8.31;109.00;8.83
MCU_006659-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006660-RA;109.00;17.63;101.00;13.41;71.00;11.47;64.00;12.45
MCU_006661-RA;81.41;1.30;0.00;0.00;109.35;1.75;9.52;0.19
MCU_006661-RB;149.85;2.59;86.18;1.23;355.70;6.14;0.00;0.00
MCU_006661-RC;61.66;1.09;73.93;1.08;110.32;1.94;0.00;0.00
MCU_006661-RD;88.03;1.57;208.95;3.10;0.00;0.00;251.67;5.51
MCU_006661-RE;0.00;0.00;64.64;0.96;9.13;0.16;0.00;0.00
MCU_006662-RA;214.04;1.99;341.29;2.63;285.51;2.65;194.81;2.22
MCU_006663-RA;2144.00;136.76;2397.00;126.33;1929.00;122.92;1637.00;127.12
MCU_006664-RA;1110.00;56.35;2395.00;100.55;1685.00;85.46;930.00;57.57
MCU_006665-RA;143.00;2.52;165.00;2.41;210.00;3.70;102.00;2.20
MCU_006666-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006667-RA;356.00;27.73;356.00;22.89;356.00;27.70;310.00;29.34
MCU_006668-RA;14.22;1.50;28.27;2.46;0.00;0.00;18.34;2.35
MCU_006668-RB;53.78;2.17;65.73;2.19;61.00;2.46;14.66;0.72
MCU_006668-RC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006668-RD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006669-RA;366.00;36.55;531.00;43.70;350.00;34.91;273.00;33.04
MCU_006670-RA;2424.00;291.85;2791.00;276.53;2142.00;257.52;2057.00;299.37
MCU_006671-RA;547.66;10.11;659.17;10.09;632.12;11.66;347.30;7.85
MCU_006671-RB;129.14;2.32;0.00;0.00;123.98;2.22;0.00;0.00
MCU_006671-RC;582.42;12.61;746.16;13.39;802.49;17.36;498.36;13.21
MCU_006671-RD;264.36;5.56;373.60;6.52;240.87;5.07;238.78;6.15
MCU_006672-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006672-RB;542.84;18.73;658.00;18.80;784.62;27.05;322.00;13.58
MCU_006672-RC;2.16;0.06;0.00;0.00;7.38;0.20;0.00;0.00
MCU_006673-RA;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.29
MCU_006674-RA;2590.00;146.70;3364.00;157.52;3383.00;191.45;1693.00;116.85
MCU_006675-RA;1340.00;40.32;2303.00;57.40;1615.00;48.56;982.00;36.13
MCU_006676-RA;673.00;85.46;606.00;63.29;1015.00;128.69;405.00;62.11
MCU_006677-RA;2012.00;165.74;2195.00;149.20;1705.00;140.29;1436.00;143.68
MCU_006678-RA;1820.70;139.18;2291.94;144.64;2065.26;157.71;1204.72;111.94
MCU_006678-RB;282.30;20.27;239.06;14.17;274.74;19.70;294.28;25.70
MCU_006679-RA;246.00;19.68;283.00;18.68;231.46;18.49;269.29;26.17
MCU_006679-RB;0.00;0.00;0.00;0.00;24.54;1.89;16.71;1.56
MCU_006680-RA;1269.00;96.02;1052.00;65.72;1222.00;92.37;897.00;82.51
MCU_006681-RA;477.53;19.79;500.69;17.18;423.58;17.54;349.93;17.71
MCU_006681-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006682-RA;16.47;0.31;23.31;0.36;58.42;1.09;8.07;0.18
MCU_006683-RA;476.00;41.32;697.00;49.91;510.00;44.22;564.00;59.43
MCU_006684-RA;3.00;1.89;1.00;0.51;0.00;0.00;1.00;0.73
MCU_006686-RA;0.00;0.00;82.00;1.20;20.62;0.36;0.00;0.00
MCU_006686-RB;482.45;8.97;606.90;9.36;1048.40;19.49;351.52;8.01
MCU_006686-RC;102.55;1.85;213.10;3.19;84.98;1.53;36.48;0.81
MCU_006687-RA;60.83;1.80;735.12;18.02;19.77;0.58;124.23;4.50
MCU_006687-RB;1035.17;27.65;945.88;20.93;2169.84;57.91;774.77;25.31
MCU_006687-RC;0.00;0.00;0.00;0.00;3.40;0.12;0.00;0.00
MCU_006687-RD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006688-RA;932.00;44.69;1323.00;52.47;917.00;43.93;661.00;38.66
MCU_006689-RA;314.11;9.74;337.91;8.68;438.27;13.59;202.79;7.69
MCU_006690-RA;157.64;7.66;142.14;5.71;244.93;11.89;102.95;6.10
MCU_006690-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006690-RC;14.78;0.76;10.17;0.43;29.77;1.54;0.00;0.00
MCU_006690-RD;679.57;37.74;804.69;36.95;635.30;35.25;520.05;35.20
MCU_006691-RA;208.66;6.81;13.88;0.38;421.17;13.73;108.06;4.31
MCU_006691-RB;46397.34;1567.41;56173.12;1571.41;56874.83;1920.06;35782.94;1477.35
MCU_006692-RA;75.00;29.28;134.00;42.39;82.00;31.90;87.00;39.92
MCU_006693-RA;351.00;33.78;474.00;37.60;298.00;28.64;373.00;43.52
MCU_006695-RA;748.00;38.87;972.00;41.77;1012.00;52.55;539.00;34.15
MCU_006696-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006696-RB;1440.00;116.68;1735.00;116.02;1985.00;160.66;1337.00;131.61
MCU_006697-RA;46.89;2.86;21.15;1.06;48.45;2.95;41.77;3.10
MCU_006697-RB;176.11;11.08;196.98;10.24;149.55;9.40;142.23;10.90
MCU_006697-RC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006698-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006698-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006698-RC;2.00;0.35;0.00;0.00;24.00;4.18;4.00;0.84
MCU_006699-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006699-RB;23.40;0.30;0.00;0.00;25.79;0.33;0.00;0.00
MCU_006699-RC;12.14;0.15;17.23;0.18;136.27;1.70;12.33;0.19
MCU_006699-RD;210.14;2.78;235.51;2.58;491.15;6.49;81.57;1.32
MCU_006699-RE;106.32;2.48;253.26;4.90;168.79;3.94;123.10;3.51
MCU_006700-RA;50.00;1.71;49.00;1.39;46.00;1.57;25.00;1.04
MCU_006701-RA;2819.00;280.00;3204.00;262.28;2700.00;267.84;4197.00;505.25
MCU_006702-RA;124.36;2.48;150.72;2.49;144.31;2.87;81.60;1.99
MCU_006702-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006702-RC;7.64;1.34;7.28;1.05;18.69;3.28;1.40;0.30
MCU_006703-RA;189.00;11.56;323.00;16.33;252.00;15.40;118.00;8.79
MCU_006704-RA;13797.00;1198.98;16979.00;1217.13;13732.00;1191.95;13533.00;1427.60
MCU_006705-RA;3.45;0.25;0.00;0.00;30.80;2.27;0.00;0.00
MCU_006705-RB;4316.55;337.26;5484.00;353.67;4646.20;362.63;3826.00;363.28
MCU_006706-RA;2.00;1.59;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006707-RA;353.00;54.61;397.00;50.42;422.00;65.17;287.00;53.45
MCU_006708-RA;2187.73;48.35;2425.73;44.43;4420.51;97.64;1336.09;36.14
MCU_006708-RB;82.27;2.22;121.27;2.72;220.49;5.96;78.91;2.61
MCU_006709-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006710-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006711-RA;129.00;81.74;278.00;141.60;218.95;138.10;84.00;61.58
MCU_006712-RA;191.00;74.95;258.00;82.02;405.00;158.37;121.00;55.80
MCU_006713-RA;5.00;3.17;7.00;3.57;6.05;3.82;1.00;0.73
MCU_006714-RA;3.00;1.20;2.00;0.65;6.00;2.38;1.00;0.47
MCU_006715-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006716-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006719-RA;21.17;0.51;7.04;0.14;63.20;1.53;0.00;0.00
MCU_006719-RB;26.83;0.91;56.96;1.60;26.80;0.91;34.00;1.41
MCU_006720-RA;338.00;20.30;406.00;20.16;300.00;18.01;168.00;12.29
MCU_006722-RA;120.54;15.20;214.22;22.22;145.74;18.35;150.51;22.93
MCU_006722-RB;123.77;15.53;225.48;23.27;180.34;22.60;98.51;14.93
MCU_006722-RC;10.69;0.69;4.30;0.23;17.92;1.15;8.98;0.70
MCU_006723-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006724-RA;199.00;7.94;271.00;8.95;380.00;15.15;157.00;7.65
MCU_006725-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006726-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006727-RA;17.00;1.96;24.00;2.28;11.00;1.27;16.00;2.24
MCU_006728-RA;362.00;48.62;658.00;72.66;360.00;48.28;365.00;59.16
MCU_006729-RA;2.00;0.32;1.00;0.13;1.00;0.16;2.00;0.39
MCU_006730-RA;106.00;4.16;44.55;1.45;182.54;7.16;22.00;1.05
MCU_006731-RA;219.00;16.05;316.00;19.12;183.00;13.40;136.00;12.12
MCU_006732-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006733-RA;165.62;3.57;294.90;5.27;168.00;3.62;140.86;3.72
MCU_006734-RA;2267.38;186.16;3325.10;225.27;2361.00;193.63;1929.14;192.38
MCU_006735-RA;25.20;1.17;31.28;1.20;4.75;0.22;0.00;0.00
MCU_006735-RB;223.80;10.62;349.72;13.73;417.25;19.79;243.00;14.07
MCU_006736-RA;173.70;13.33;222.11;14.07;261.09;20.02;133.79;12.48
MCU_006736-RB;51.52;3.78;53.09;3.22;32.92;2.41;28.84;2.57
MCU_006736-RC;32.77;2.31;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006736-RD;0.00;0.00;51.80;2.90;18.98;1.29;32.37;2.67
MCU_006737-RA;82.00;3.33;100.00;3.36;76.00;3.08;33.00;1.64
MCU_006739-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006740-RA;47.00;6.53;94.00;10.73;54.00;7.48;41.00;6.86
MCU_006741-RA;230.00;5.56;264.00;5.29;326.00;7.88;90.00;2.66
MCU_006741-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006742-RA;21.00;5.55;15.00;3.23;15.03;3.96;14.00;4.40
MCU_006743-RA;986.00;58.15;1288.00;62.79;1028.00;60.57;724.00;52.02
MCU_006744-RA;318.00;29.68;546.00;42.02;333.00;31.04;194.00;21.96
MCU_006745-RA;60.00;7.53;25.00;2.58;72.00;9.02;21.00;3.18
MCU_006746-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006746-RB;20.24;0.24;0.00;0.00;29.62;0.34;1.24;0.02
MCU_006746-RC;257.91;2.97;190.93;1.83;562.11;6.48;174.67;2.47
MCU_006746-RD;0.00;0.00;0.00;0.00;84.79;1.10;0.00;0.00
MCU_006746-RE;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006746-RF;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006746-RG;97.13;1.28;26.48;0.29;145.53;1.91;24.97;0.40
MCU_006746-RH;313.34;5.51;357.89;5.22;666.95;11.73;75.60;1.63
MCU_006746-RI;78.38;1.66;256.70;4.52;0.00;0.00;177.52;4.61
MCU_006747-RA;692.00;236.49;502.00;139.30;363.00;123.66;496.00;200.05
MCU_006748-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006751-RA;858.00;124.95;1126.00;134.70;996.00;144.80;1074.00;188.47
MCU_006752-RA;219.30;24.54;167.97;15.47;123.73;13.82;169.17;22.90
MCU_006752-RB;118.70;12.69;211.03;18.58;158.27;16.90;63.83;8.26
MCU_006753-RA;2835.00;258.13;2719.00;204.16;2011.00;182.89;1819.00;200.95
MCU_006754-RA;153.00;11.97;136.00;8.78;191.00;14.92;140.00;13.31
MCU_006755-RA;120.00;6.17;154.00;6.55;154.00;7.91;121.00;7.59
MCU_006756-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006757-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006758-RA;1692.00;127.12;2156.00;133.73;1926.00;144.55;1449.00;132.35
MCU_006760-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006761-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006762-RA;0.00;0.00;1.00;3.44;1.00;4.35;1.00;4.76
MCU_006763-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006763-RB;7.42;0.15;13.57;0.23;40.38;0.81;0.00;0.00
MCU_006763-RC;0.00;0.00;91.85;1.61;0.00;0.00;0.00;0.00
MCU_006763-RD;0.00;0.00;29.38;0.47;0.00;0.00;0.00;0.00
MCU_006763-RE;27.16;0.50;0.00;0.00;87.33;1.61;48.24;1.09
MCU_006763-RF;0.00;0.00;16.50;0.27;32.09;0.63;0.00;0.00
MCU_006763-RG;24.08;0.48;26.88;0.44;65.01;1.29;65.61;1.60
MCU_006763-RH;169.33;3.41;267.82;4.48;251.19;5.06;63.15;1.56
MCU_006764-RA;59.40;4.26;52.48;3.11;72.11;5.17;65.47;5.71
MCU_006764-RB;221.60;16.08;367.52;22.02;295.89;21.45;159.53;14.08
MCU_006764-RC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006765-RA;217.00;9.51;329.00;11.93;319.00;13.97;192.00;10.27
MCU_006766-RA;82.21;1.71;102.91;1.78;80.78;1.68;53.07;1.35
MCU_006766-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006766-RC;9.84;0.10;0.00;0.00;37.54;0.38;1.93;0.02
MCU_006766-RD;0.00;0.00;3.91;0.03;116.33;1.18;0.00;0.00
MCU_006766-RE;7.95;0.16;8.18;0.14;19.35;0.39;0.00;0.00
MCU_006766-RF;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006767-RA;30.00;2.48;12.00;0.82;78.00;6.44;10.00;1.00
MCU_006768-RA;51.00;3.66;37.00;2.19;92.00;6.60;25.00;2.18
MCU_006769-RA;1255.00;112.07;1741.00;128.23;1240.00;110.60;983.00;106.53
MCU_006770-RA;40.00;1.02;40.00;0.85;60.00;1.53;13.00;0.41
MCU_006771-RA;702.00;38.27;623.00;28.09;641.00;34.92;380.00;25.25
MCU_006771-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006772-RA;448.04;20.34;717.11;26.94;577.11;26.18;301.93;16.73
MCU_006772-RB;136.96;6.40;196.89;7.61;197.89;9.24;85.07;4.85
MCU_006773-RA;1179.00;185.50;1539.00;198.74;1131.00;177.63;979.00;185.34
MCU_006774-RA;123.00;14.71;179.00;17.62;135.00;16.13;107.00;15.47
MCU_006775-RA;140.20;2.93;132.25;2.29;232.14;4.84;38.30;0.98
MCU_006775-RB;351.96;7.50;414.62;7.32;465.20;9.91;278.83;7.27
MCU_006775-RC;151.84;3.13;140.13;2.40;105.30;2.17;74.86;1.89
MCU_006777-RA;5038.00;647.47;5606.00;592.53;4775.00;612.72;3897.00;604.78
MCU_006778-RA;2.00;1.18;0.00;0.00;2.00;1.18;4.00;2.75
MCU_006779-RA;103.00;94.83;152.00;111.83;85.00;77.81;91.00;95.68
MCU_006780-RA;0.00;0.00;4.00;0.24;0.00;0.00;0.00;0.00
MCU_006781-RA;750.00;24.98;918.00;25.32;1212.00;40.35;550.00;22.39
MCU_006781-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006782-RA;71.00;5.41;82.00;5.15;81.00;6.16;32.00;2.96
MCU_006783-RA;363.68;26.94;785.90;48.07;275.85;20.41;341.99;30.81
MCU_006783-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006783-RC;959.52;28.24;1149.00;28.01;1808.62;53.20;589.84;21.23
MCU_006783-RD;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006783-RE;6.80;0.14;7.10;0.12;17.53;0.37;3.17;0.08
MCU_006784-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006785-RA;8.00;0.14;13.00;0.19;8.00;0.14;6.00;0.13
MCU_006785-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006786-RA;1.00;0.30;0.00;0.00;1.00;0.29;0.00;0.00
MCU_006787-RA;1349.06;31.29;1719.51;33.05;1898.64;44.00;762.00;21.63
MCU_006787-RB;4.94;0.11;16.49;0.30;8.36;0.18;0.00;0.00
MCU_006788-RA;566.00;45.56;527.00;35.01;521.00;41.90;348.00;34.03
MCU_006789-RA;190.00;25.99;273.00;30.69;292.00;39.88;137.00;22.61
MCU_006790-RA;80.84;2.10;89.45;1.92;165.35;4.29;36.52;1.16
MCU_006791-RA;2226.91;223.28;3044.47;251.56;2770.06;277.38;2347.20;285.20
MCU_006791-RB;37.09;3.28;43.53;3.18;42.94;3.80;54.80;5.89
MCU_006792-RA;0.00;0.00;0.00;0.00;2.00;0.59;3.00;1.05
MCU_006792-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006793-RA;23.66;1.31;32.29;1.48;26.52;1.47;16.79;1.13
MCU_006793-RB;21.31;0.90;47.95;1.68;10.61;0.45;12.78;0.66
MCU_006793-RC;0.00;0.00;1.73;0.02;39.14;0.55;9.44;0.16
MCU_006793-RD;55.03;0.81;0.00;0.00;14.51;0.21;0.00;0.00
MCU_006793-RE;0.00;0.00;19.03;0.21;64.23;0.87;0.00;0.00
MCU_006794-RA;1.00;0.29;7.00;1.64;0.00;0.00;0.00;0.00
MCU_006795-RA;649.15;16.26;739.58;15.35;607.35;15.20;448.88;13.75
MCU_006796-RA;202.85;2.99;301.42;3.69;256.65;3.79;178.12;3.22
MCU_006797-RA;40.00;0.74;22.00;0.34;78.00;1.44;20.00;0.45
MCU_006798-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006799-RA;0.00;0.00;0.00;0.00;2.00;0.80;0.00;0.00
MCU_006800-RA;804.00;29.80;746.00;22.89;909.00;33.67;422.00;19.11
MCU_006801-RA;3.00;3.15;1.00;0.84;7.01;7.31;4.01;4.78
MCU_006802-RA;12.82;0.59;5.28;0.20;7.59;0.35;0.00;0.00
MCU_006802-RB;2.09;0.16;7.37;0.48;6.97;0.55;0.00;0.00
MCU_006802-RC;565.09;32.28;553.92;26.16;626.76;35.77;269.46;18.75
MCU_006802-RD;0.00;0.00;215.43;14.18;49.68;3.96;111.54;10.80
MCU_006803-RA;27.00;2.80;18.00;1.54;32.00;3.31;9.00;1.13
MCU_006804-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006806-RA;94.00;59.57;136.00;69.27;98.00;61.81;81.00;59.38
MCU_006807-RA;108.80;5.53;773.98;32.52;69.89;3.55;103.72;6.43
MCU_006807-RB;4202.20;110.05;4663.02;101.18;6858.11;179.50;3270.28;104.77
MCU_006807-RC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006808-RA;0.00;0.00;0.00;0.00;11.00;0.54;0.00;0.00
MCU_006808-RB;18.00;1.19;17.00;0.93;0.00;0.00;6.00;0.48
MCU_006809-RA;5.04;0.67;0.00;0.00;0.00;0.00;2.66;0.43
MCU_006809-RB;1239.96;172.79;1727.00;197.78;1019.00;141.77;884.34;148.62
MCU_006810-RA;0.00;0.00;0.00;0.00;5.35;0.12;0.00;0.00
MCU_006810-RB;424.00;10.93;496.00;10.59;687.65;17.72;254.00;8.01
MCU_006811-RA;7.00;0.50;1.00;0.06;29.00;2.06;0.00;0.00
MCU_006812-RA;304.00;10.29;289.00;8.10;321.00;10.86;127.00;5.26
MCU_006813-RA;353.00;24.00;436.00;24.48;381.00;25.88;224.00;18.53
MCU_006814-RA;16.44;0.35;15.06;0.26;0.00;0.00;0.53;0.01
MCU_006814-RB;9.11;0.16;2.80;0.04;44.55;0.78;6.37;0.14
MCU_006814-RC;17.46;0.49;38.14;0.89;39.76;1.12;12.25;0.42
