TranscriptID B1_expectedCount B1_TPM B2_expectedCount B2_TPM B3_expectedCount B3_TPM B4_expectedCount B4_TPM
MCU_006736-RB 28.07 1.63 75.90 4.76 42.28 3.97 11.40 0.79
MCU_006736-RC 10.04 0.56 50.24 3.03 28.98 2.62 0.00 0.00
MCU_006736-RD 22.14 1.19 0.00 0.00 0.00 0.00 29.14 1.87
MCU_006737-RA 27.00 0.87 110.00 3.82 29.00 1.51 97.00 3.72
MCU_006739-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006740-RA 34.00 3.69 74.00 8.77 25.00 4.42 64.00 8.41
MCU_006741-RA 55.00 1.06 285.00 5.89 66.00 2.05 237.00 5.41
MCU_006741-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006742-RA 30.09 6.12 19.00 4.28 16.00 5.35 16.00 4.01
MCU_006743-RA 803.00 37.50 1353.00 68.17 636.00 47.95 1141.00 63.54
MCU_006744-RA 236.00 17.35 391.00 31.16 164.00 19.54 365.00 32.20
MCU_006745-RA 8.00 0.79 76.00 8.14 21.00 3.36 57.00 6.76
MCU_006746-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006746-RB 0.00 0.00 24.95 0.25 1.53 0.02 32.22 0.35
MCU_006746-RC 109.44 1.01 369.93 3.65 98.50 1.46 335.27 3.65
MCU_006746-RD 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006746-RE 0.00 0.00 0.00 0.00 12.59 0.18 7.97 0.08
MCU_006746-RF 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006746-RG 0.00 0.00 19.25 0.22 3.84 0.06 55.77 0.69
MCU_006746-RH 31.04 0.44 618.52 9.30 185.44 4.18 469.60 7.79
MCU_006746-RI 378.51 6.40 75.35 1.37 92.11 2.50 80.18 1.61
MCU_006747-RA 944.00 246.41 473.00 137.70 690.00 297.68 450.00 146.13
MCU_006748-RA 0.00 0.00 0.00 0.00 0.00 0.00 6.00 1.32
MCU_006751-RA 2004.00 228.20 1340.00 166.50 1222.00 226.52 1105.00 152.28
MCU_006752-RA 349.30 30.71 225.76 21.56 129.22 18.43 217.56 23.01
MCU_006752-RB 124.70 10.48 137.24 12.52 48.78 6.65 130.44 13.18
MCU_006753-RA 2478.00 177.81 2427.00 188.70 1496.00 173.86 2206.00 189.81
MCU_006754-RA 119.00 7.35 225.00 15.03 130.00 12.99 200.00 14.78
MCU_006755-RA 133.00 5.42 204.00 8.96 86.00 5.66 163.00 7.91
MCU_006756-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006757-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006758-RA 1991.00 118.16 2305.00 147.91 1364.00 130.91 1993.00 141.44
MCU_006760-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006761-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006762-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006763-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006763-RB 0.00 0.00 21.60 0.37 0.00 0.00 18.27 0.35
MCU_006763-RC 104.00 1.75 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006763-RD 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006763-RE 0.00 0.00 89.95 1.42 20.12 0.48 64.92 1.13
MCU_006763-RF 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006763-RG 0.00 0.00 110.64 1.88 0.00 0.00 96.29 1.80
MCU_006763-RH 0.00 0.00 296.80 5.12 116.88 3.02 213.51 4.06
MCU_006764-RA 62.07 3.52 71.57 4.38 37.15 3.40 48.15 3.26
MCU_006764-RB 220.19 12.63 438.43 27.17 171.85 15.93 391.85 26.86
MCU_006764-RC 2.73 0.11 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006765-RA 195.00 6.78 358.00 13.40 148.00 8.30 309.00 12.78
MCU_006766-RA 37.22 0.62 114.10 2.03 27.90 0.74 83.10 1.63
MCU_006766-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006766-RC 0.00 0.00 0.00 0.00 0.00 0.00 27.54 0.27
MCU_006766-RD 9.78 0.08 29.33 0.26 11.74 0.15 0.00 0.00
MCU_006766-RE 0.00 0.00 31.57 0.55 7.36 0.19 24.37 0.46
MCU_006766-RF 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006767-RA 2.00 0.13 64.00 4.52 22.00 2.32 37.00 2.89
MCU_006768-RA 14.00 0.79 107.00 6.56 14.00 1.28 74.00 5.02
MCU_006769-RA 1250.00 87.99 1570.00 119.72 945.00 107.72 1422.00 120.00
MCU_006770-RA 26.00 0.53 59.00 1.29 11.00 0.36 61.00 1.47
MCU_006771-RA 403.00 17.41 714.23 33.27 411.00 28.65 676.19 34.81
MCU_006771-RB 0.00 0.00 4.77 0.21 0.00 0.00 4.81 0.24
MCU_006772-RA 332.29 11.97 649.50 25.19 261.97 15.21 560.23 24.01
MCU_006772-RB 50.71 1.88 198.50 7.93 73.03 4.37 135.77 5.99
MCU_006773-RA 1344.00 165.07 1283.00 172.20 819.00 163.92 1136.00 169.18
MCU_006774-RA 238.00 22.34 155.00 15.83 130.00 19.82 143.00 16.18
MCU_006775-RA 53.94 0.90 258.33 4.61 128.02 3.42 187.61 3.69
MCU_006775-RB 217.92 3.70 457.83 8.34 112.50 3.07 419.52 8.43
MCU_006775-RC 57.14 0.94 153.84 2.71 83.48 2.21 108.87 2.12
MCU_006777-RA 3528.00 355.39 6323.00 693.50 2937.00 480.86 5116.00 621.91
MCU_006778-RA 0.00 0.00 2.00 1.01 0.00 0.00 3.00 1.69
MCU_006779-RA 103.00 70.12 109.00 85.56 87.00 99.74 123.00 108.17
MCU_006780-RA 0.00 0.00 1.00 0.06 0.00 0.00 0.00 0.00
MCU_006781-RA 497.00 13.16 1188.00 33.82 460.00 19.62 1028.00 32.31
MCU_006781-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006782-RA 22.00 1.32 89.00 5.79 44.00 4.28 68.00 4.89
MCU_006783-RA 545.74 31.94 658.08 41.64 284.21 26.90 410.03 28.69
MCU_006783-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006783-RC 483.26 11.31 1974.84 49.68 551.79 20.80 1583.23 43.97
MCU_006783-RD 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006783-RE 0.00 0.00 7.09 0.13 0.00 0.00 17.74 0.35
MCU_006784-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006785-RA 4.00 0.06 16.00 0.24 3.19 0.07 8.00 0.13
MCU_006785-RB 0.00 0.00 0.00 0.00 0.81 0.03 0.00 0.00
MCU_006786-RA 0.00 0.00 2.00 0.50 0.00 0.00 3.00 0.84
MCU_006787-RA 716.51 13.22 2138.16 42.38 726.22 21.57 1831.00 40.05
MCU_006787-RB 73.49 1.28 23.84 0.45 13.78 0.39 0.00 0.00
MCU_006788-RA 491.00 31.20 550.00 37.81 316.00 32.49 506.00 38.48
MCU_006789-RA 124.00 13.28 378.00 44.12 114.00 19.86 273.00 35.33
MCU_006790-RA 35.18 0.73 169.89 3.77 57.19 1.90 114.08 2.79
MCU_006791-RA 5269.70 415.83 3399.76 291.03 2698.27 345.15 2945.19 279.11
MCU_006791-RB 98.30 6.86 66.24 5.01 37.73 4.27 69.81 5.84
MCU_006792-RA 3.37 0.77 3.00 0.76 5.00 1.87 3.00 0.84
MCU_006792-RB 2.63 0.52 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006793-RA 24.85 1.09 16.26 0.77 15.53 1.10 52.50 2.75
MCU_006793-RB 5.15 0.17 49.26 1.78 3.97 0.22 0.00 0.00
MCU_006793-RC 0.00 0.00 56.31 0.68 0.00 0.00 7.53 0.10
MCU_006793-RD 0.00 0.00 6.52 0.08 6.50 0.12 31.96 0.45
MCU_006793-RE 0.00 0.00 4.64 0.05 0.00 0.00 0.00 0.00
MCU_006794-RA 2.00 0.44 1.00 0.25 3.02 1.10 0.00 0.00
MCU_006795-RA 495.01 9.86 705.15 15.09 403.64 12.94 652.70 15.42
MCU_006796-RA 182.99 2.15 333.85 4.21 124.36 2.35 270.30 3.76
MCU_006797-RA 2.00 0.03 76.00 1.20 8.00 0.19 33.00 0.58
MCU_006798-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006799-RA 0.00 0.00 1.00 0.34 0.00 0.00 0.00 0.00
MCU_006800-RA 339.08 9.98 856.00 27.12 334.00 15.85 730.00 25.53
MCU_006801-RA 7.15 5.52 5.04 4.51 7.03 9.17 4.01 4.02
MCU_006802-RA 0.00 0.00 5.24 0.21 0.00 0.00 9.97 0.44
MCU_006802-RB 0.00 0.00 0.00 0.00 1.91 0.19 6.43 0.48
MCU_006802-RC 252.33 11.41 646.76 31.56 277.40 20.26 631.60 34.06
MCU_006802-RD 186.67 11.75 0.00 0.00 10.69 1.09 0.00 0.00
MCU_006803-RA 3.00 0.24 35.00 3.10 23.00 3.04 44.00 4.31
MCU_006804-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006806-RA 101.00 47.89 130.00 70.19 59.00 46.82 120.00 72.50
MCU_006807-RA 1036.43 41.73 120.01 5.21 78.99 5.13 47.20 2.26
MCU_006807-RB 2219.57 46.24 7509.99 168.10 2900.01 97.26 6688.80 165.26
MCU_006807-RC 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006808-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006808-RB 4.00 0.21 18.00 1.02 5.00 0.42 14.00 0.87
MCU_006809-RA 0.00 0.00 2.58 0.29 0.00 0.00 2.54 0.32
MCU_006809-RB 1445.00 157.59 1314.42 156.30 840.00 149.05 1302.46 171.73
MCU_006810-RA 0.00 0.00 6.27 0.12 0.00 0.00 5.54 0.12
MCU_006810-RB 167.00 3.43 776.73 17.12 203.00 6.70 543.46 13.22
MCU_006811-RA 0.00 0.00 10.00 0.61 0.00 0.00 22.00 1.48
MCU_006812-RA 100.00 2.69 306.00 8.85 110.00 4.77 225.00 7.19
MCU_006813-RA 283.00 15.21 376.00 21.84 219.00 19.03 379.00 24.33
MCU_006814-RA 0.00 0.00 2.95 0.05 0.00 0.00 0.00 0.00
MCU_006814-RB 0.00 0.00 38.39 0.57 13.18 0.30 49.32 0.81
MCU_006814-RC 12.27 0.28 19.37 0.47 2.31 0.08 10.37 0.28
MCU_006814-RD 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006814-RE 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006814-RF 8.73 0.47 16.29 0.94 1.52 0.13 6.31 0.40
MCU_006815-RA 1485.00 134.73 1706.00 168.24 1670.00 245.96 1704.00 186.16
MCU_006816-RA 43.00 1.88 146.00 6.90 55.00 3.89 105.00 5.49
MCU_006817-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006821-RA 109.90 5.78 108.33 6.16 43.75 3.72 88.35 5.55
MCU_006821-RB 0.00 0.00 12.12 0.64 0.00 0.00 15.15 0.89
MCU_006821-RC 193.45 10.76 132.52 7.96 108.92 9.79 83.48 5.55
MCU_006821-RD 137.64 3.23 663.03 16.71 239.33 9.04 599.02 16.67
MCU_006822-RA 32.04 2.27 40.24 3.09 11.19 1.29 48.75 4.15
MCU_006822-RB 7.01 0.49 11.65 0.88 25.30 2.87 21.66 1.82
MCU_006822-RC 17.58 1.43 25.14 2.23 0.00 0.00 0.00 0.00
MCU_006822-RD 10.54 0.85 5.43 0.48 6.39 0.84 16.11 1.56
MCU_006822-RE 306.83 26.12 415.54 38.42 278.11 38.41 441.85 45.24
MCU_006822-RF 0.00 0.00 0.00 0.00 0.00 0.00 2.63 0.37
MCU_006823-RA 80.76 4.80 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006823-RB 18.47 0.44 446.58 11.32 124.56 4.73 393.09 11.00
MCU_006823-RC 64.77 1.48 62.42 1.53 57.44 2.11 56.91 1.54
MCU_006824-RA 0.00 0.00 5.35 0.17 0.00 0.00 0.00 0.00
MCU_006824-RB 210.00 9.32 540.65 25.89 154.00 11.04 402.00 21.27
MCU_006825-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006826-RA 179.00 6.85 353.00 14.56 118.00 7.29 304.00 13.86
MCU_006827-RA 522.82 35.62 675.54 49.84 444.82 49.06 629.58 51.39
MCU_006827-RB 31.18 1.95 59.46 4.02 19.18 1.94 54.42 4.07
MCU_006828-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006829-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006830-RA 439.00 22.60 469.00 26.07 249.00 20.71 417.00 25.62
MCU_006832-RA 20.00 1.70 35.00 3.22 17.00 2.34 32.00 3.26
MCU_006833-RA 1018.00 28.21 6230.00 185.69 1001.00 44.69 3324.00 109.39
MCU_006837-RA 10.00 0.39 29.50 1.23 31.00 1.93 29.83 1.37
MCU_006837-RB 0.00 0.00 5.50 1.56 3.00 1.27 1.17 0.37
MCU_006838-RA 1518.00 66.25 1959.00 92.20 1013.00 71.36 1602.00 83.32
MCU_006840-RA 72.34 1.76 949.52 24.84 259.15 10.16 932.81 26.94
MCU_006840-RB 723.66 18.91 694.48 19.52 390.85 16.45 632.19 19.62
MCU_006841-RA 11.00 1.53 5.00 0.76 0.00 0.00 9.00 1.52
MCU_006842-RA 165.00 13.16 191.00 16.53 123.00 15.90 200.00 19.16
MCU_006843-RA 0.00 0.00 2.00 0.57 1.00 0.42 1.00 0.32
MCU_006844-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006845-RA 0.00 0.00 1.00 0.41 0.00 0.00 0.00 0.00
MCU_006846-RA 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.91
MCU_006847-RA 2089.00 72.17 4300.00 159.97 1688.00 94.03 3335.00 137.04
MCU_006848-RA 206.00 28.88 227.00 34.88 92.00 21.06 184.00 31.40
MCU_006849-RA 328.00 13.92 495.00 22.64 201.00 13.76 386.00 19.51
MCU_006850-RA 9.00 0.40 39.00 1.87 4.00 0.29 40.00 2.12
MCU_006851-RA 9.03 0.32 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006851-RB 228.97 9.52 534.00 23.93 272.00 18.24 454.00 22.48
MCU_006852-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006854-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006855-RA 1.00 0.06 6.00 0.37 1.00 0.09 4.00 0.28
MCU_006856-RA 2512.00 190.62 1539.00 126.63 1554.00 191.09 1488.00 135.52
MCU_006857-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006858-RA 13.85 1.40 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006858-RB 0.00 0.00 17.13 1.20 0.00 0.00 4.69 0.36
MCU_006858-RC 60.15 4.16 82.87 6.21 53.00 5.94 86.31 7.15
MCU_006859-RA 6.56 2.45 43.33 18.24 13.76 8.54 75.22 35.39
MCU_006860-RA 3.00 0.16 3.00 0.17 1.00 0.08 3.00 0.19
MCU_006861-RA 31.00 1.39 29.00 1.40 12.00 0.87 31.00 1.65
MCU_006862-RA 76.00 11.30 88.00 14.35 27.00 6.56 51.00 9.24
MCU_006863-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006863-RB 10.52 0.18 35.08 0.63 29.22 0.78 60.27 1.19
MCU_006863-RC 60.48 1.55 191.92 5.28 54.78 2.26 165.73 5.03
MCU_006864-RA 1623.00 90.27 3826.00 229.96 1590.00 142.95 3021.00 200.77
MCU_006865-RA 0.00 0.00 1.00 0.38 0.00 0.00 0.00 0.00
MCU_006866-RA 26.19 3.03 0.00 0.00 4.90 0.92 0.00 0.00
MCU_006866-RB 88.81 2.51 299.00 9.07 89.10 4.05 226.00 7.57
MCU_006867-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006868-RA 1655.00 74.24 3021.68 146.22 1257.09 91.04 2663.67 142.44
MCU_006868-RB 0.00 0.00 19.32 0.91 9.91 0.70 17.33 0.90
MCU_006869-RA 0.00 0.00 2.00 0.11 0.00 0.00 0.00 0.00
MCU_006869-RB 0.00 0.00 0.00 0.00 1.00 0.12 3.00 0.27
MCU_006869-RC 6.00 0.29 24.00 1.24 8.00 0.62 15.00 0.86
MCU_006870-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006870-RB 6.00 0.22 0.00 0.00 0.00 0.00 7.77 0.34
MCU_006870-RC 0.00 0.00 28.00 1.19 4.00 0.25 14.23 0.67
MCU_006871-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006872-RA 0.00 0.00 3.00 1.42 0.00 0.00 3.00 1.59
MCU_006873-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006874-RA 1558.00 17.51 7427.00 89.51 2269.00 40.99 6226.00 82.78
MCU_006875-RA 1.00 0.15 0.00 0.00 0.00 0.00 3.00 0.56
MCU_006876-RA 94.00 4.00 188.00 8.63 93.00 6.39 190.00 9.64
MCU_006877-RA 5.03 0.36 7.07 0.55 0.99 0.12 1.05 0.09
MCU_006877-RB 3.97 0.14 7.93 0.31 8.01 0.47 5.95 0.26
MCU_006877-RC 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006877-RD 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006878-RA 1.00 0.37 1.00 0.41 0.00 0.00 0.00 0.00
MCU_006879-RA 126.00 3.89 198.68 6.61 97.48 4.85 174.19 6.40
MCU_006879-RB 0.00 0.00 8.32 0.26 8.52 0.39 8.81 0.30
MCU_006880-RA 21.00 1.62 17.00 1.43 21.00 2.63 21.00 1.95
MCU_006881-RA 0.00 0.00 4.00 1.42 0.00 0.00 4.00 1.58
MCU_006882-RA 413.00 20.03 325.00 17.01 208.00 16.29 358.00 20.71
MCU_006883-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006883-RB 163.00 5.88 252.09 9.80 106.00 6.17 237.92 10.22
MCU_006883-RC 0.00 0.00 28.91 0.82 0.00 0.00 22.08 0.69
MCU_006884-RA 1379.00 58.88 2390.00 110.04 1164.00 80.21 2077.00 105.67
MCU_006885-RA 0.00 0.00 1.72 0.04 0.00 0.00 0.00 0.00
MCU_006885-RB 83.00 3.71 178.28 8.60 68.00 4.91 148.50 7.92
MCU_006885-RC 0.00 0.00 0.00 0.00 0.00 0.00 13.50 0.65
MCU_006886-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006887-RA 37.12 1.89 0.00 0.00 5.96 0.49 10.72 0.65
MCU_006887-RB 54.88 1.46 164.00 4.70 43.99 1.89 125.28 3.97
MCU_006887-RC 0.00 0.00 0.00 0.00 2.05 0.13 0.00 0.00
MCU_006888-RA 268.00 43.06 250.00 44.17 137.00 36.03 211.00 41.44
MCU_006889-RA 710.00 11.14 2487.00 41.89 850.00 21.46 2133.00 39.64
MCU_006889-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006890-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006891-RA 217.28 23.23 122.92 14.32 91.01 15.82 147.64 19.07
MCU_006891-RB 1831.72 208.18 913.08 113.23 866.99 160.40 946.36 130.16
MCU_006892-RA 186.00 7.37 289.00 12.34 128.00 8.18 236.00 11.13
MCU_006893-RA 49.74 1.20 86.67 2.24 46.83 1.81 75.57 2.16
MCU_006893-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006893-RC 169.92 4.34 345.04 9.47 139.52 5.74 324.84 9.84
MCU_006894-RA 606.00 10.02 1622.00 28.79 453.00 12.05 1490.41 29.19
MCU_006894-RB 0.00 0.00 0.00 0.00 0.00 0.00 39.59 0.75
MCU_006895-RA 32.94 0.40 86.18 1.11 34.71 0.67 64.45 0.92
MCU_006895-RB 150.45 2.81 295.64 5.93 106.32 3.20 302.17 6.69
MCU_006895-RC 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006896-RA 22.00 0.78 22.00 0.84 24.00 1.38 15.00 0.63
MCU_006897-RA 210.73 8.51 345.52 15.05 143.89 9.38 253.00 12.17
MCU_006897-RB 56.27 1.67 41.48 1.33 30.11 1.44 56.00 1.98
MCU_006898-RA 286.70 9.30 0.00 0.00 57.03 2.98 0.00 0.00
MCU_006898-RB 94.30 2.58 801.00 23.55 257.97 11.36 704.00 22.86
MCU_006899-RA 8.64 0.30 8.50 0.32 0.00 0.00 2.74 0.11
MCU_006899-RB 21.20 0.61 129.10 4.00 28.85 1.34 220.00 7.53
MCU_006899-RC 190.15 6.74 248.40 9.48 122.15 6.98 151.26 6.38
MCU_006900-RA 0.00 0.00 1.00 0.04 0.00 0.00 1.00 0.05
MCU_006901-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006901-RB 574.00 11.36 1287.00 27.37 508.00 16.19 1025.00 24.06
MCU_006902-RA 264.00 7.58 351.00 10.84 210.00 9.71 324.00 11.05
MCU_006902-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006903-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006904-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006905-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006906-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006906-RB 0.00 0.00 2.00 0.24 0.00 0.00 0.00 0.00
MCU_006906-RC 549.00 27.94 320.00 17.59 241.00 19.82 296.00 17.98
MCU_006907-RA 31.24 1.06 116.77 4.25 20.42 1.11 87.33 3.51
MCU_006907-RB 11.62 0.38 0.00 0.00 16.58 0.87 0.00 0.00
MCU_006907-RC 0.00 0.00 11.47 0.93 0.00 0.00 2.67 0.24
MCU_006907-RD 12.13 1.00 1.76 0.16 0.00 0.00 0.00 0.00
MCU_006908-RA 2.00 1.20 0.00 0.00 0.00 0.00 1.00 0.77
MCU_006909-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006910-RA 1494.00 43.60 1968.00 61.79 1042.00 48.99 1746.00 60.53
MCU_006911-RA 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.14
MCU_006912-RA 0.00 0.00 0.00 0.00 2.65 0.94 0.00 0.00
MCU_006912-RB 117.07 12.36 131.73 15.15 65.33 11.22 121.25 15.46
MCU_006912-RC 299.93 33.64 195.27 23.89 166.02 30.30 204.75 27.78
MCU_006913-RA 3.38 0.13 8.05 0.33 0.00 0.00 5.03 0.22
MCU_006913-RB 365.62 14.82 548.41 23.96 303.00 19.82 523.97 25.30
MCU_006913-RC 0.00 0.00 4.54 0.19 0.00 0.00 0.00 0.00
MCU_006914-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006914-RB 66.00 0.52 175.00 1.49 61.00 0.78 177.00 1.66
MCU_006915-RA 10.00 0.32 105.00 3.60 30.00 1.54 91.00 3.45
MCU_006916-RA 2655.00 180.48 2773.00 204.11 1880.00 206.89 2670.00 217.45
MCU_006917-RA 0.00 0.00 423.84 13.35 62.54 2.95 267.18 9.29
MCU_006917-RB 168.00 4.91 118.68 3.73 88.46 4.17 204.85 7.11
MCU_006917-RC 0.00 0.00 14.48 0.37 0.00 0.00 13.97 0.39
MCU_006918-RA 199.00 27.13 324.00 48.39 162.00 36.05 298.00 49.41
MCU_006919-RA 5.68 0.52 22.46 2.21 7.26 1.07 9.17 1.00
MCU_006919-RB 76.32 7.30 78.54 8.18 41.74 6.49 58.83 6.79
MCU_006920-RA 468.00 111.08 401.00 105.82 273.00 106.87 316.00 92.96
MCU_006921-RA 329.00 5.34 805.00 14.04 302.00 7.89 664.00 12.78
MCU_006922-RA 28.00 11.94 51.00 24.66 13.00 9.25 35.00 18.93
MCU_006923-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006923-RB 0.00 0.00 2.30 0.06 0.00 0.00 0.00 0.00
MCU_006923-RC 5.00 0.21 58.70 2.71 12.00 0.83 9.22 0.47
MCU_006923-RD 0.00 0.00 0.00 0.00 0.00 0.00 71.78 3.46
MCU_006924-RA 3071.18 82.67 4722.66 136.72 2005.98 86.98 4236.53 135.41
MCU_006924-RB 1743.20 18.84 3302.75 38.28 1339.02 23.26 2772.23 35.45
MCU_006924-RC 0.03 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006924-RD 287.29 3.12 0.00 0.00 0.00 0.00 161.74 2.08
MCU_006925-RA 15.30 0.20 79.58 1.11 38.01 0.80 54.50 0.84
MCU_006926-RA 51.00 5.04 160.00 17.22 58.00 9.32 121.00 14.43
MCU_006927-RA 10.00 0.98 167.00 17.79 33.00 5.25 125.00 14.76
MCU_006928-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006929-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006930-RA 37.16 1.25 33.81 1.22 20.97 1.13 19.90 0.79
MCU_006930-RB 5.84 0.45 158.19 13.22 37.03 4.62 114.10 10.56
MCU_006930-RC 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006931-RA 139.00 12.09 284.00 26.84 90.00 12.71 176.00 18.42
MCU_006933-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006934-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006935-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006937-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006938-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006939-RA 1396.94 53.05 1958.84 80.14 1231.34 75.42 1881.22 85.03
MCU_006939-RB 8.28 0.24 0.00 0.00 0.00 0.00 3.84 0.13
MCU_006939-RC 793.00 74.22 629.00 64.02 459.00 69.76 578.00 65.18
MCU_006940-RA 50.38 0.36 219.35 1.69 67.78 0.78 173.00 1.47
MCU_006941-RA 295.62 1.93 672.11 4.69 264.22 2.77 530.00 4.08
MCU_006942-RA 18.91 0.66 85.50 3.21 35.06 1.97 47.43 1.97
MCU_006942-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006942-RC 373.28 32.86 229.65 21.97 85.26 12.18 187.53 19.87
MCU_006942-RD 22.40 0.72 79.81 2.77 4.91 0.26 60.79 2.33
MCU_006942-RE 216.42 11.52 377.81 21.72 267.17 22.98 373.91 23.77
MCU_006942-RF 0.00 0.00 78.23 4.38 21.60 1.81 58.34 3.61
MCU_006943-RA 63.00 4.40 88.00 6.66 58.00 6.56 95.00 7.96
MCU_006944-RA 326.00 10.08 685.00 22.79 216.00 10.76 550.00 20.21
MCU_006945-RA 66.00 0.90 159.00 2.32 52.00 1.13 122.00 1.96
MCU_006945-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006946-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_006946-RB 646.00 26.96 1428.00 64.26 543.00 36.57 1101.00 54.74
MCU_006947-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
