TranscriptID;IV_expectedCount;IV_TPM;IV2_expectedCount;IV2_TPM;IV3_expectedCount;IV3_TPM;IV4_expectedCount;IV4_TPM
MCU_006325-RA;40.00;1.14;22.00;0.59;13.00;0.42;3.00;0.07
MCU_006326-RA;295.00;9.11;316.00;9.13;181.00;6.28;131.00;3.53
MCU_006327-RA;144.00;11.03;151.00;10.78;135.00;11.57;109.00;7.26
MCU_006328-RA;43.31;3.44;41.85;3.10;18.83;1.68;32.34;2.24
MCU_006328-RB;67.69;3.95;67.15;3.66;58.17;3.81;59.66;3.03
MCU_006329-RA;366.17;18.19;456.82;21.20;358.41;19.97;231.44;10.02
MCU_006329-RB;256.60;13.56;157.30;7.77;82.87;4.91;117.70;5.42
MCU_006329-RC;240.24;12.84;214.88;10.73;129.72;7.78;174.86;8.14
MCU_006330-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006331-RA;1105.00;86.96;1263.00;92.66;1071.00;94.31;1207.00;82.62
MCU_006332-RA;0.00;0.00;0.00;0.00;5.67;0.44;0.00;0.00
MCU_006332-RB;40.90;3.86;19.82;1.74;23.86;2.51;13.06;1.07
MCU_006332-RC;0.00;0.00;0.00;0.00;4.47;0.22;0.00;0.00
MCU_006332-RD;37.10;1.68;28.18;1.19;0.00;0.00;1.94;0.08
MCU_006332-RE;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006334-RA;1.00;0.26;3.00;0.72;2.00;0.57;3.00;0.67
MCU_006335-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006335-RB;163.18;17.95;316.87;32.42;459.14;56.36;698.58;66.70
MCU_006335-RC;85437.82;11992.84;88022.13;11458.63;100046.86;15623.08;132489.42;16103.54
MCU_006336-RA;21.00;3.24;24.00;3.43;9.00;1.54;18.00;2.40
MCU_006337-RA;927.97;29.06;857.66;25.14;504.62;17.76;463.00;12.65
MCU_006337-RB;10.03;0.26;6.34;0.15;3.38;0.10;0.00;0.00
MCU_006338-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006339-RA;18.62;0.84;104.90;4.41;13.34;0.67;39.66;1.55
MCU_006339-RB;87.38;4.25;20.10;0.91;43.66;2.38;26.34;1.12
MCU_006340-RA;36.84;6.28;31.15;4.91;24.43;4.62;27.91;4.11
MCU_006340-RB;4.07;0.65;2.80;0.42;0.00;0.00;7.64;1.06
MCU_006340-RC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006340-RD;9.09;1.67;13.05;2.21;5.57;1.13;8.45;1.34
MCU_006341-RA;16.94;0.51;12.15;0.34;0.00;0.00;16.03;0.42
MCU_006341-RB;18.62;0.35;23.40;0.41;9.45;0.20;16.91;0.28
MCU_006341-RC;279.45;9.00;266.45;8.03;195.55;7.08;134.06;3.77
MCU_006342-RA;13.00;3.46;13.00;3.18;23.00;6.74;15.00;3.43
MCU_006343-RA;909.00;32.92;904.00;30.63;535.00;21.77;352.00;11.12
MCU_006344-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006345-RA;0.00;0.00;16.60;0.83;0.00;0.00;0.00;0.00
MCU_006345-RB;71.86;2.89;96.33;3.63;58.07;2.63;69.15;2.43
MCU_006345-RC;235.14;6.81;191.07;5.18;153.93;5.01;91.85;2.32
MCU_006346-RA;500.00;29.71;472.00;26.19;278.00;18.52;173.00;8.95
MCU_006347-RA;18.48;3.89;15.00;2.91;20.14;4.68;10.00;1.81
MCU_006348-RA;15.00;0.42;27.00;0.71;11.00;0.35;2.00;0.05
MCU_006349-RA;162.97;2.29;137.93;1.82;85.63;1.36;55.11;0.68
MCU_006349-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006350-RA;31.71;1.79;66.85;3.52;37.29;2.36;29.16;1.43
MCU_006350-RB;398.09;22.43;363.52;19.13;247.05;15.61;303.31;14.89
MCU_006350-RC;4.24;0.54;2.69;0.32;13.03;1.84;12.42;1.36
MCU_006351-RA;14188.00;1049.28;15124.00;1043.09;11686.00;967.42;15266.00;982.39
MCU_006352-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006353-RA;620.00;2.84;471.00;2.02;349.00;1.80;149.00;0.60
MCU_006354-RA;439.70;12.09;485.27;12.49;255.00;7.88;190.78;4.58
MCU_006354-RB;122.30;2.91;42.73;0.95;52.00;1.39;13.22;0.28
MCU_006355-RA;737.92;6.77;810.52;6.97;542.43;5.60;62.71;0.50
MCU_006355-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006355-RC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006355-RD;1111.57;12.25;1354.72;13.99;1014.52;12.58;345.62;3.33
MCU_006355-RE;4888.52;54.00;3650.76;37.81;2311.05;28.75;1874.67;18.10
MCU_006355-RF;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006356-RA;84.00;3.21;90.00;3.21;97.00;4.16;79.00;2.63
MCU_006358-RA;5.00;1.64;3.00;0.90;3.00;1.07;4.00;1.12
MCU_006359-RA;150429.00;23841.22;204475.00;30008.74;145275.00;25571.01;189427.00;25961.71
MCU_006360-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006361-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006362-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006363-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006364-RA;109.00;7.25;89.00;5.52;46.00;3.43;65.00;3.76
MCU_006365-RA;721.00;124.42;827.00;132.00;602.00;115.23;725.00;108.08
MCU_006366-RA;0.00;0.00;13.08;0.47;0.00;0.00;0.00;0.00
MCU_006366-RB;9.73;0.32;7.95;0.25;18.82;0.70;9.82;0.28
MCU_006366-RC;2.67;0.07;16.82;0.44;0.00;0.00;0.00;0.00
MCU_006366-RD;877.97;34.17;982.28;35.76;378.63;16.55;462.49;15.70
MCU_006366-RE;2863.63;115.99;2684.87;101.71;2193.55;99.77;1864.69;65.88
MCU_006367-RA;83.47;8.75;74.05;7.22;76.85;8.99;80.99;7.37
MCU_006367-RB;3.66;0.52;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006367-RC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006367-RD;40.87;5.66;60.95;7.83;18.15;2.80;18.01;2.16
MCU_006368-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006369-RA;16.74;1.47;23.32;1.91;16.32;1.60;8.43;0.64
MCU_006369-RB;68.26;7.90;84.68;9.10;52.68;6.79;23.57;2.36
MCU_006370-RA;0.00;0.00;0.00;0.00;1.00;0.87;0.00;0.00
MCU_006371-RA;1663.46;183.75;1911.32;196.29;1528.18;188.32;2125.35;203.74
MCU_006371-RB;240.54;25.33;247.68;24.26;195.82;23.02;203.65;18.62
MCU_006372-RA;4.70;0.10;0.00;0.00;0.00;0.00;47.40;0.86
MCU_006372-RB;14.95;0.33;0.00;0.00;0.00;0.00;10.40;0.20
MCU_006372-RC;15.80;0.35;59.62;1.24;25.41;0.63;0.00;0.00
MCU_006372-RD;14.06;0.27;36.40;0.65;17.17;0.37;10.00;0.17
MCU_006372-RE;81.38;1.69;36.01;0.70;46.19;1.08;2.36;0.04
MCU_006372-RF;18.45;0.34;16.97;0.29;6.23;0.13;0.00;0.00
MCU_006372-RG;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006373-RA;505.00;23.32;626.00;27.02;345.00;17.88;380.00;15.30
MCU_006374-RA;0.00;0.00;0.00;0.00;7.19;0.65;0.00;0.00
MCU_006374-RB;35.20;3.08;10.95;0.89;0.00;0.00;0.00;0.00
MCU_006374-RC;107.52;9.73;125.11;10.54;82.88;8.38;106.00;8.33
MCU_006374-RD;13.28;1.71;21.95;2.63;14.93;2.15;0.00;0.00
MCU_006375-RA;49.00;1.37;65.00;1.70;36.00;1.13;20.00;0.49
MCU_006375-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006376-RA;46.00;6.74;53.00;7.20;38.00;6.19;45.00;5.71
MCU_006377-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006378-RA;387.00;30.03;355.00;25.68;269.00;23.36;366.00;24.71
MCU_006379-RA;351.00;15.64;402.00;16.74;245.00;12.25;216.00;8.39
MCU_006380-RA;182.13;3.63;194.57;3.64;112.33;2.52;20.22;0.35
MCU_006380-RB;606.87;14.86;499.43;11.46;468.67;12.91;393.78;8.42
MCU_006381-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006381-RB;4.00;0.57;10.00;1.32;5.00;0.79;0.00;0.00
MCU_006382-RA;194.00;24.93;217.00;25.88;158.00;22.61;202.00;22.49
MCU_006383-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006384-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006384-RB;747.00;33.82;729.00;30.85;554.00;28.15;571.00;22.54
MCU_006385-RA;153.00;53.19;130.49;41.37;256.00;97.18;358.71;106.45
MCU_006385-RB;0.00;0.00;4.51;2.13;0.00;0.00;13.29;5.90
MCU_006387-RA;0.00;0.00;15.88;0.49;0.00;0.00;0.00;0.00
MCU_006387-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006387-RC;409.00;11.72;360.12;9.66;221.00;7.12;134.17;3.36
MCU_006387-RD;0.00;0.00;0.00;0.00;0.00;0.00;30.83;0.93
MCU_006388-RA;100.51;2.25;108.88;2.28;59.38;1.50;37.46;0.73
MCU_006388-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006388-RC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006388-RD;3.49;0.22;1.12;0.07;3.62;0.25;25.54;1.39
MCU_006389-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006389-RB;184.39;5.39;129.51;3.54;44.45;1.46;85.02;2.17
MCU_006389-RC;50.61;1.45;54.42;1.46;69.26;2.23;0.00;0.00
MCU_006390-RA;0.00;0.00;0.00;0.00;0.00;0.00;4.00;1.26
MCU_006391-RA;2399.00;57.95;2385.00;53.95;1686.00;45.80;1632.00;34.43
MCU_006393-RA;9425.00;3681.37;10031.00;3561.00;8129.00;3454.84;9597.00;3191.16
MCU_006394-RA;18.00;5.00;15.00;3.82;10.00;3.05;17.00;4.05
MCU_006395-RA;245.00;10.74;275.00;11.27;163.00;8.02;181.00;6.92
MCU_006396-RA;27.00;3.32;32.00;3.65;14.00;1.92;23.00;2.45
MCU_006397-RA;196.00;7.15;154.00;5.25;154.00;6.31;114.00;3.63
MCU_006398-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006399-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006400-RA;196.11;6.29;208.00;6.25;84.69;3.05;80.35;2.25
MCU_006400-RB;7.89;0.41;0.00;0.00;18.31;1.07;46.65;2.13
MCU_006401-RA;631.65;21.44;468.48;14.88;365.53;13.94;417.92;12.38
MCU_006401-RB;95.35;3.18;57.99;1.81;52.15;1.96;0.00;0.00
MCU_006401-RC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006401-RD;0.00;0.00;28.52;0.89;17.32;0.65;17.08;0.50
MCU_006402-RA;5.00;0.75;7.00;0.97;4.00;0.66;13.00;1.68
MCU_006403-RA;0.00;0.00;1.00;0.10;1.00;0.12;2.00;0.18
MCU_006404-RA;846.00;39.22;846.00;36.66;599.00;31.16;523.00;21.14
MCU_006404-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006405-RA;314.00;8.21;279.00;6.83;154.00;4.53;125.00;2.85
MCU_006406-RA;2929.00;161.95;2957.00;152.71;1946.00;120.65;2323.00;111.91
MCU_006407-RA;735.03;46.60;804.27;47.59;646.46;45.92;766.53;42.32
MCU_006407-RB;56.97;3.44;73.73;4.16;40.48;2.74;50.47;2.65
MCU_006407-RC;0.00;0.00;0.00;0.00;17.07;1.18;0.00;0.00
MCU_006408-RA;7698.00;1177.58;8164.00;1156.98;6379.00;1084.29;9367.00;1239.60
MCU_006409-RA;220.00;15.35;259.00;16.85;231.00;18.04;203.00;12.32
MCU_006410-RA;820.00;58.97;927.00;62.18;750.00;60.39;1007.00;63.02
MCU_006411-RA;61.00;1.59;45.00;1.10;39.00;1.14;21.00;0.48
MCU_006412-RA;0.00;0.00;0.00;0.00;2.00;0.11;0.00;0.00
MCU_006412-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006412-RC;2.00;0.16;2.00;0.15;0.00;0.00;0.00;0.00
MCU_006413-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006414-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006415-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006415-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006416-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006417-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006418-RA;263.15;15.64;235.00;13.04;137.73;9.17;127.78;6.61
MCU_006418-RB;5.85;0.33;0.00;0.00;5.27;0.33;20.22;0.99
MCU_006419-RA;0.00;0.00;2.55;0.57;1.00;0.27;0.00;0.00
MCU_006419-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006419-RC;0.00;0.00;2.45;0.45;0.00;0.00;0.00;0.00
MCU_006419-RD;3.00;0.60;0.00;0.00;2.00;0.44;1.00;0.17
MCU_006420-RA;280.28;9.53;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006420-RB;0.00;0.00;320.39;10.25;0.00;0.00;67.91;2.03
MCU_006420-RC;405.31;13.57;220.56;6.91;352.69;13.27;243.18;7.11
MCU_006420-RD;86.41;12.40;102.05;13.58;83.31;13.30;113.91;14.15
MCU_006421-RA;630.00;19.72;526.00;15.41;429.00;15.09;288.00;7.87
MCU_006422-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006423-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006424-RA;0.00;0.00;203.00;3.24;0.00;0.00;0.00;0.00
MCU_006424-RB;57.92;0.72;45.00;0.52;14.32;0.20;29.03;0.31
MCU_006424-RC;189.08;3.23;0.00;0.00;0.00;0.00;85.97;1.28
MCU_006424-RD;0.00;0.00;0.00;0.00;150.68;2.91;0.00;0.00
MCU_006425-RA;5131.00;341.63;6033.00;374.84;4231.00;315.55;4279.00;248.04
MCU_006426-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006428-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006429-RA;3591.69;129.69;3451.00;116.58;2381.00;96.58;2358.00;74.29
MCU_006429-RB;5.31;0.21;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006430-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006431-RA;0.00;0.00;0.02;0.00;1.00;0.14;0.00;0.00
MCU_006431-RB;0.00;0.00;1.98;0.11;0.00;0.00;0.00;0.00
MCU_006432-RA;5363.00;890.53;5954.00;914.93;4819.00;888.09;5483.00;786.89
MCU_006433-RA;0.00;0.00;0.00;0.00;0.00;0.00;11.36;0.63
MCU_006433-RB;59.32;2.16;59.56;2.03;42.87;1.75;9.76;0.31
MCU_006433-RC;5.66;0.31;3.71;0.19;0.00;0.00;0.00;0.00
MCU_006433-RD;8.02;1.82;7.73;1.61;19.13;4.79;19.89;3.88
MCU_006435-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006435-RB;466.00;11.78;409.00;9.68;271.00;7.70;257.00;5.67
MCU_006437-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006438-RA;0.00;0.00;3.00;1.78;0.00;0.00;0.00;0.00
MCU_006438-RB;17.00;2.54;11.00;1.52;15.00;2.49;18.00;2.33
MCU_006439-RA;1504.00;79.93;1393.00;69.16;957.00;57.04;883.00;40.89
MCU_006440-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006441-RA;4.00;2.25;4.00;2.02;3.00;1.81;3.00;1.42
MCU_006442-RA;751.00;55.39;744.00;51.18;542.00;44.75;403.00;25.87
MCU_006443-RA;0.00;0.00;0.00;0.00;1.00;0.64;1.00;0.50
MCU_006444-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006444-RB;217.08;5.88;189.61;4.81;81.07;2.47;63.84;1.51
MCU_006444-RC;54.92;1.53;24.39;0.63;49.93;1.56;43.16;1.05
MCU_006445-RA;74.16;6.66;85.69;7.17;74.94;7.52;82.56;6.44
MCU_006445-RB;17.84;2.14;3.47;0.39;2.50;0.33;7.44;0.77
MCU_006445-RC;0.00;0.00;8.84;1.20;14.56;2.37;0.00;0.00
MCU_006446-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006447-RA;253.00;27.37;291.00;29.27;261.00;31.50;169.00;15.87
MCU_006448-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006449-RA;5.00;0.75;1.00;0.14;3.00;0.50;0.00;0.00
MCU_006450-RA;78.84;4.49;61.46;3.27;29.76;1.90;0.00;0.00
MCU_006450-RB;9.54;0.25;9.58;0.23;9.52;0.28;0.00;0.00
MCU_006450-RC;148.05;4.29;102.78;2.79;116.95;3.81;150.72;3.81
MCU_006451-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006452-RA;3089.91;119.15;2881.56;103.93;2145.43;92.91;1791.83;60.28
MCU_006452-RB;237.09;8.22;253.44;8.22;133.57;5.20;103.17;3.12
MCU_006453-RA;0.00;0.00;2.00;0.09;0.00;0.00;1.00;0.04
MCU_006454-RA;507.05;38.28;477.91;33.64;393.15;33.22;556.09;36.53
MCU_006454-RB;138.95;8.38;264.09;14.87;165.85;11.21;145.91;7.67
MCU_006455-RA;2174.00;139.73;2057.00;123.40;1310.00;94.34;1054.00;58.99
MCU_006456-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006457-RA;756.17;14.66;825.96;15.00;391.15;8.53;178.30;3.02
MCU_006457-RB;487.83;11.85;151.04;3.44;273.85;7.48;272.70;5.78
MCU_006458-RA;95.00;3.74;60.00;2.21;32.00;1.41;22.00;0.76
MCU_006459-RA;4334.00;201.35;4677.00;203.10;3910.00;203.86;4542.00;183.98
MCU_006460-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006462-RA;754.25;60.15;721.52;53.64;478.04;42.65;514.32;35.67
MCU_006463-RA;242.00;21.87;253.50;21.34;200.91;20.29;317.00;24.90
MCU_006463-RB;0.00;0.00;12.50;0.99;24.09;2.28;0.00;0.00
MCU_006464-RA;175.40;14.53;192.71;14.88;79.86;7.40;50.19;3.62
MCU_006464-RB;44.60;7.88;44.29;7.23;51.14;10.01;74.81;11.41
MCU_006465-RA;3150.00;1127.33;4481.00;1461.16;3120.00;1218.22;4460.00;1361.57
MCU_006466-RA;630.68;17.11;661.00;16.79;372.00;11.35;277.00;6.56
MCU_006466-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006466-RC;2.32;0.10;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006467-RA;28.00;9.69;33.00;10.42;43.00;16.26;67.00;19.80
MCU_006468-RA;172.41;3.93;54.62;1.17;0.02;0.00;110.00;2.19
MCU_006468-RB;31.59;0.67;174.38;3.49;140.98;3.38;0.00;0.00
MCU_006468-RC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006469-RA;70.00;2.76;87.00;3.21;61.00;2.70;68.00;2.34
MCU_006470-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006471-RA;1.00;0.32;7.00;2.04;7.00;2.44;14.00;3.82
MCU_006472-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006473-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006474-RA;17.00;2.94;30.00;4.80;21.00;4.03;9.00;1.34
MCU_006475-RA;0.00;0.00;2.00;0.79;0.00;0.00;2.00;0.74
MCU_006476-RA;131.00;9.09;159.00;10.30;126.00;9.79;148.00;8.94
MCU_006477-RA;2557.00;351.25;2735.00;348.51;2361.00;360.90;2231.00;265.43
MCU_006478-RA;162.00;37.06;191.00;40.22;119.00;30.04;126.00;24.80
MCU_006479-RA;234.26;10.93;242.38;10.57;152.61;7.99;143.12;5.82
MCU_006479-RB;489.13;27.86;492.27;26.18;301.39;19.24;302.88;15.03
MCU_006479-RC;6.62;0.48;8.35;0.56;0.00;0.00;0.00;0.00
MCU_006480-RA;51.14;2.61;65.66;3.12;68.54;3.92;17.80;0.79
MCU_006480-RB;236.86;12.72;149.34;7.49;145.46;8.76;230.20;10.77
MCU_006481-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006481-RB;262.00;12.53;224.00;10.02;149.85;8.05;196.00;8.18
MCU_006481-RC;0.00;0.00;0.00;0.00;11.15;0.61;0.00;0.00
MCU_006482-RA;109.05;11.78;93.00;9.34;71.00;8.56;52.24;4.90
MCU_006483-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006484-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006485-RA;1329.93;84.06;1485.55;87.64;1141.43;80.84;1173.58;64.59
MCU_006485-RB;1361.81;81.62;1267.54;70.93;899.36;60.42;903.42;47.16
MCU_006486-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006487-RA;45.91;4.75;35.72;3.44;17.53;2.02;15.83;1.42
MCU_006488-RA;2.00;0.18;2.00;0.17;3.00;0.30;0.00;0.00
MCU_006488-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006489-RA;13.00;1.44;10.00;1.03;14.00;1.73;1.00;0.10
MCU_006490-RA;29.00;5.07;30.00;4.85;30.00;5.81;30.00;4.53
MCU_006491-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006492-RA;1966.86;60.56;1784.80;51.44;1330.62;46.05;1568.44;42.16
MCU_006492-RB;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006492-RC;849.09;26.57;835.45;24.47;593.60;20.87;807.90;22.06
MCU_006492-RD;31.05;2.62;37.75;2.96;34.77;3.28;49.66;3.64
MCU_006493-RA;1289.00;403.48;1159.00;331.70;1071.00;367.15;1313.00;351.59
MCU_006494-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006495-RA;1117.00;1056.80;1395.00;1161.38;1192.00;1186.00;1349.00;1059.54
MCU_006496-RA;6.00;0.88;6.00;0.82;15.00;2.46;7.00;0.89
MCU_006497-RA;1114.00;1085.29;1593.00;1363.95;1355.00;1386.47;1509.00;1219.31
MCU_006498-RA;8192.00;5011.50;9048.00;4955.93;8648.00;5665.41;11661.00;6001.32
MCU_006499-RA;4770.00;3041.49;5445.00;3103.77;5635.00;3841.44;7917.00;4241.70
MCU_006500-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006501-RA;17.55;1.97;30.77;3.20;24.16;3.02;12.79;1.24
MCU_006501-RB;231.45;30.98;286.23;35.55;225.84;33.65;337.21;39.10
MCU_006502-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006504-RA;1964.00;68.23;2176.00;70.73;1620.00;63.23;1920.00;58.21
MCU_006505-RA;727.00;36.96;795.00;37.77;497.00;28.35;660.00;29.25
MCU_006507-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006508-RA;546.00;161.91;589.00;159.91;420.00;136.60;525.00;133.33
MCU_006509-RA;0.00;0.00;2.00;0.08;2.00;0.10;3.00;0.12
MCU_006511-RA;531.00;48.99;489.00;42.01;390.00;40.21;348.00;27.90
MCU_006512-RA;8.00;0.81;12.00;1.13;5.00;0.56;4.00;0.35
MCU_006513-RA;17.00;1.00;23.00;1.27;9.00;0.59;9.00;0.46
MCU_006514-RA;4.00;1.43;2.21;0.72;1.00;0.39;0.00;0.00
MCU_006515-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006516-RA;580.00;8.90;490.00;7.05;357.00;6.17;425.00;5.70
MCU_006517-RA;10.00;0.30;5.00;0.14;4.00;0.14;0.00;0.00
MCU_006518-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006519-RA;578.00;45.96;580.00;42.99;469.00;41.73;453.00;31.33
MCU_006521-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006521-RB;790.00;12.43;735.00;10.84;418.00;7.40;288.00;3.96
MCU_006522-RA;1712.00;84.62;1634.00;75.48;1124.00;62.33;1109.00;47.78
MCU_006523-RA;0.00;0.00;2.92;0.63;4.43;1.14;1.36;0.27
MCU_006523-RB;3.00;0.79;3.08;0.75;1.57;0.46;8.64;1.96
MCU_006524-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006525-RA;286.41;4.83;320.46;5.06;167.44;3.18;54.00;0.80
MCU_006525-RB;7.59;0.54;1.54;0.10;2.56;0.21;2.00;0.12
MCU_006525-RC;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006526-RA;1276.00;45.76;1271.00;42.64;759.00;30.58;697.00;21.81
MCU_006527-RA;3569.00;248.95;3791.00;246.69;2883.00;225.19;3569.00;216.69
MCU_006528-RA;1152.00;430.33;1305.00;443.63;1408.00;573.08;1970.00;627.12
MCU_006529-RA;101.00;7.56;81.00;5.66;68.00;5.70;58.00;3.78
MCU_006531-RA;51.00;2.05;46.00;1.73;33.00;1.49;18.00;0.63
MCU_006533-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006533-RB;188.00;11.23;208.00;11.60;174.00;11.65;134.00;6.97
MCU_006534-RA;356.00;30.21;342.00;27.04;223.00;21.16;288.05;21.25
MCU_006534-RB;0.00;0.00;0.00;0.00;0.00;0.00;19.95;1.57
MCU_006535-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006536-RA;150.00;5.05;144.00;4.54;113.00;4.28;98.00;2.88
MCU_006537-RA;0.00;0.00;3.72;0.25;0.00;0.00;0.69;0.04
MCU_006537-RB;6.00;0.24;2.28;0.09;2.00;0.09;2.31;0.08
MCU_006538-RA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCU_006538-RB;37.29;1.22;13.82;0.42;43.21;1.59;22.45;0.64
MCU_006538-RC;92.71;2.99;90.18;2.72;46.79;1.69;51.55;1.45
MCU_006539-RA;308.85;6.25;240.61;4.56;175.07;3.99;93.63;1.66
MCU_006539-RB;0.00;0.00;10.24;0.31;0.00;0.00;1.40;0.04
MCU_006540-RA;101.00;8.49;100.00;7.84;83.00;7.81;72.00;5.26
MCU_006541-RA;1801.00;1173.06;1975.00;1149.07;1654.00;1150.82;2199.00;1202.74
MCU_006542-RA;1.00;0.15;3.00;0.43;0.00;0.00;6.00;0.80
MCU_006543-RA;236.00;18.05;243.00;17.32;199.00;17.03;189.00;12.57
MCU_006544-RA;276.00;11.21;292.00;11.09;216.00;9.85;195.00;6.91
